index,Drug_Name,Reason,Description
269,Alexo 120mg Tablet 10'S,Allergies,relief from allergy
270,Alexo M 10/120mg Tablet 10'S,Allergies,releief from all type of allergies
271,ALGO 10mg Tablet 10's,Allergies,relief from allergy
272,Algrot 120mg Tablet 10'SAlgrot 30mg Suspension 60ml,Allergies,soothens allergies and good for all types of skin
273,Alides 5mg Tablet 10'S,Allergies,skin care for allergy
274,ALL 3 5mg Tablet 10'S,Allergies,Good for Allergic skin
275,ALLEFAST 120mg Tablet 10'sALLEFAST 180mg Tablet 10's,Allergies,Itching can be soothen
276,Allegix 120mg Tablet 6'SAllegix 180mg Tablet 6'S,Allergies,relief from itching
277,Allegra 30mg Tablet 10'SAllegra Suspension 100ml,Allergies,soothens allergies and good for all types of skin
278,Allegra 60mg Tablet 10'SAllegra 120mg Tablet 10'SALLEGRA Syrup 60mlAllegra 180mg Tablet 10'S,Allergies,skin care for allergy
279,Allegra M Tablet 10'S,Allergies,Â improve the appearance of fine lines
280,Allelin 10mg Tablet 10'S,Allergies,relief from allergy
281,Allercet Pedtabs Tablet 10'SAllercet L Tablet 10'SAllercet 5mg Tablet 10'SAllercet 10mg Tablet 10'S,Allergies,releief from all type of allergies
282,Allercet M Tablet 10'S,Allergies,relief from allergy
283,Allercet M Kid Tablet 10'S,Allergies,soothens allergies and good for all types of skin
284,Allercrom Eye Drops 10ml,Allergies,skin care for allergy
285,Allercrom Forte Eye Drops 5ml,Allergies,Good for Allergic skin
286,Allerde 5mg Tablet 10'S,Allergies,Itching can be soothen
287,Allerde M Tablet 10'S,Allergies,relief from itching
288,Allerdest M Tablet 10'SAllerdest 5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
289,Allerfex 120mg Tablet 10'SAllerfex 180mg Tablet 10'S,Allergies,skin care for allergy
290,Allerfex M Tablet 10'S,Allergies,Â improve the appearance of fine lines
291,Allergin 10mg Tablet 10'S,Allergies,relief from allergy
292,Allerhin L Syrup 60ml,Allergies,releief from all type of allergies
293,Allerkast 10/5mg Syrup 30mlAllerkast 10/5mg Tablet 10'S,Allergies,relief from allergy
294,Allerkast LC 10/5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
295,Allerknot L Tablet 10's,Allergies,skin care for allergy
296,Allermax Tablet 10'S,Allergies,Good for Allergic skin
297,Allermax Plus Tablet 10'S,Allergies,Itching can be soothen
298,Allerone 5mg Tablet 10'S,Allergies,relief from itching
299,Allerzine 10mg Tablet 10'SAllerzine 5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
300,Allerzine L 5mg Tablet 10'S,Allergies,skin care for allergy
301,Allrite 5mg Tablet 10'SAllrite Capsule 10'S,Allergies,Â improve the appearance of fine lines
302,ALLRITE M Tablet 10'S,Allergies,relief from allergy
303,Allset Tablet 10'S,Allergies,releief from all type of allergies
304,Alocet Syrup 60mlAlocet 5mg Tablet 10'S,Allergies,relief from allergy
305,Alocet M Tablet 10'SAlocet M Suspension 60ml,Allergies,soothens allergies and good for all types of skin
306,Alocet XL Tablet 10'S,Allergies,skin care for allergy
307,Alovent 5mg Tablet 10'S,Allergies,Good for Allergic skin
308,Alsium Tablet 15'S,Allergies,Itching can be soothen
309,ALT FM 10/120mg Tablet 10'S,Allergies,relief from itching
310,Altiva 120mg Tablet 10'SAltiva 30mg Tablet 10'SAltiva 180mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
311,Alvizine M Tablet 10'S,Allergies,skin care for allergy
312,Alzene 5mg Tablet 10'S,Allergies,Â improve the appearance of fine lines
313,Alzero 5mg Tablet 10'S,Allergies,relief from allergy
314,Alzero D Tablet 10'S,Allergies,releief from all type of allergies
315,Alzero M Syrup 60mlAlzero M 4/2.5mg Tablet 10'S,Allergies,relief from allergy
316,Alzine Syrup 60ml,Allergies,treat Acne which often refer to as pimples or spots
317,Amicet Tablet 10'S,Allergies,Good for Allergic skin
318,Ancer LM Syrup 60mlAncer LM Tablet 10'S,Allergies,Itching can be soothen
319,Angelskin AC Lotion 100ml,Allergies,relief from itching
320,Anticet 5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
321,ARGELLA Tablet 10's,Allergies,skin care for allergy
322,ARGELLA M Tablet 10's,Allergies,Â improve the appearance of fine lines
323,Arokast Fx Tablet 10's,Allergies,relief from allergy
324,Ascoril Flu Drops 15ml,Allergies,releief from all type of allergies
325,Asthamon L Tablet 10'S,Allergies,relief from allergy
326,Avercet M Tablet 10's,Allergies,soothens allergies and good for all types of skin
327,AVERZINE 25mg Tablet 15's,Allergies,skin care for allergy
328,Avil 22.5mg Injection 10X2mlAvil 25mg Tablet 15'SAvil 25mg Injection 2mlAvil 25mg Expectorant 100mlAvil Injection 10X2mlAvil 22.7mg Injection 10mlAvil 50mg Tablet 15'S,Allergies,Good for Allergic skin
329,Avil NU Tablet 10'S,Allergies,Itching can be soothen
330,Avinorm Tablet 10'S,Allergies,relief from itching
331,Awayke 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
332,Axaria 25mg Tablet 10'SAxaria 10mg Tablet 10'S,Allergies,skin care for allergy
333,Azfex M Tablet 10'S,Allergies,Â improve the appearance of fine lines
334,BELTAS 20mg Tablet 10's,Allergies,relief from allergy
335,Benadryl Cough Formula Syrup 450ml,Allergies,releief from all type of allergies
336,Benelix Syrup 60ml,Allergies,relief from allergy
337,Bepomac 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
338,Bepozal Tablet 10's,Allergies,skin care for allergy
339,Betawin LC 5mg Tablet 10'S,Allergies,Good for Allergic skin
340,Betni 4mg Injection 1ml,Allergies,Itching can be soothen
341,Betonix 10mg Tablet 10'S,Allergies,relief from itching
342,BILAGRA 20mg Tablet 10's,Allergies,soothens allergies and good for all types of skin
343,BILANAIR 20mg Tablet 10's,Allergies,skin care for allergy
344,BILANIX Tablet 10's,Allergies,Â improve the appearance of fine lines
345,BILANTA 20mg Tablet 10's,Allergies,relief from allergy
346,BILASTERO 20mg Tablet 10's,Allergies,releief from all type of allergies
347,BILASURE 20mg Tablet 10's,Allergies,relief from allergy
348,BILAZAP 20mg Tablet 10's,Allergies,treat Acne which often refer to as pimples or spots
349,BILAZEST 20mg Tablet 10's,Allergies,Good for Allergic skin
350,BILAZO Tablet 10's,Allergies,Itching can be soothen
351,BILLARGIC 20mg Tablet 10's,Allergies,relief from itching
352,Borox M 10/5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
353,Breathezy L Tablet 10'S,Allergies,skin care for allergy
354,Breaze L Tablet 10'S,Allergies,Â improve the appearance of fine lines
355,Breaze L Kid Tablet 10'S,Allergies,relief from allergy
356,Briocold 4/2.5mg Suspension 30ml,Allergies,releief from all type of allergies
357,Bronkolast L 4/2.5mg Tablet 10'S,Allergies,relief from allergy
358,Brunda M 10/5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
359,Byellergy 10mg Tablet 10'S,Allergies,skin care for allergy
360,BYLOZA 20mg Tablet 10's,Allergies,Good for Allergic skin
361,Cadistin 4mg Tablet 1000'S,Allergies,Itching can be soothen
362,Calagy Lotion 100ml,Allergies,relief from itching
363,Calciluvin Syrup 100ml,Allergies,soothens allergies and good for all types of skin
364,Centiluk 10/5mg Tablet 10'SCentiluk 4/2.5mg Syrup 60ml,Allergies,skin care for allergy
365,CEPIAM TR 8mg Capsule 10's,Allergies,Â improve the appearance of fine lines
366,Ceriz Syrup 60ml,Allergies,relief from allergy
367,Ceriz L Mont 10/5mg Tablet 10'S,Allergies,releief from all type of allergies
368,Cerzin L Syrup 30mlCerzin L 5mg Tablet 10'S,Allergies,relief from allergy
369,Cetcip 10mg Tablet 10'SCetcip Syrup 30ml,Allergies,soothens allergies and good for all types of skin
370,Cetcip Cold Tablet 10'S,Allergies,skin care for allergy
371,Cetcip L 5mg Tablet 10'S,Allergies,Good for Allergic skin
372,Cetemed Tablet 10'S,Allergies,Itching can be soothen
373,Ceteze Syrup 30ml,Allergies,relief from itching
374,Cetfast 10mg Tablet 10'SCetfast Syrup 30ml,Allergies,soothens allergies and good for all types of skin
375,Cetfast M Oral Suspension 60ml,Allergies,skin care for allergy
376,Cetgel Capsule 10'S,Allergies,Â improve the appearance of fine lines
377,Ceticad 5mg Suspension 30mlCeticad 10mg Tablet 10'SCeticad 1mg Syrup 60ml,Allergies,relief from allergy
378,Cetimax 10mg Tablet 10'S,Allergies,releief from all type of allergies
379,Cetimon 4/2.5mg Tablet 10'SCetimon 10/5mg Tablet 10'S,Allergies,relief from allergy
380,Cetinam Syrup 60mlCetinam 10mg Tablet 10'S,Allergies,treat Acne which often refer to as pimples or spots
381,CETIP Tablet 10's,Allergies,Good for Allergic skin
382,CETIP A Tablet 10's,Allergies,Itching can be soothen
383,Cetiriz 10mg Tablet 10'SCetiriz Syrup 60ml,Allergies,relief from itching
384,Cetiriz G Syrup 30ml,Allergies,soothens allergies and good for all types of skin
385,Cetiriz L 5mg Tablet 10'S,Allergies,skin care for allergy
386,Cetiz 10mg Tablet 10'SCetiz 5mg Syrup 30ml,Allergies,Â improve the appearance of fine lines
387,Cetlergy 10mg Tablet 10'S,Allergies,relief from allergy
388,Cetpil Tablet 10'S,Allergies,releief from all type of allergies
389,Cetral 10mg Tablet 10'SCetral Syrup 30ml,Allergies,relief from allergy
390,Cetral O 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
391,Cetramac Tablet 10'sCetramac 10Mg Syrup 60ml,Allergies,skin care for allergy
392,Cetrezol 10mg Tablet 10'SCetrezol 5mg Tablet 10'SCetrezol L Tablet 10'S,Allergies,Good for Allergic skin
393,Cetrezol L Forte Tablet 10'S,Allergies,Itching can be soothen
394,Cetrid OD 10mg Tablet 10'S,Allergies,relief from itching
395,CETRIKAA 10mg Tablet 10's,Allergies,soothens allergies and good for all types of skin
396,Cetriliv Tablet 10'SCetriliv 5mg Tablet 10'S,Allergies,skin care for allergy
397,Cetriliv M Syrup 60mlCetriliv M 5/10mg Tablet 10'S,Allergies,Â improve the appearance of fine lines
398,Cetrinat Syrup 60ml,Allergies,relief from allergy
399,Cetrine Tablet 10'SCetrine Syrup 60ml,Allergies,releief from all type of allergies
400,Cetriplus Syrup 60ml,Allergies,relief from allergy
401,Cetriver 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
402,Cetriwal 10mg Tablet 10'S,Allergies,skin care for allergy
403,Cetrizet 10mg Tablet 10'SCetrizet 5mg Tablet 10'S,Allergies,Good for Allergic skin
404,Cetrizine 10mg Tablet 10'SCetrizine 1mg Syrup 30ml,Allergies,Itching can be soothen
405,Cetrizine (Zydus Cadila) 10mg Tablet 10'S,Allergies,relief from itching
406,CETTOP 10mg Tablet 10's,Allergies,soothens allergies and good for all types of skin
407,Cetze Tablet 10'S,Allergies,skin care for allergy
408,Cetzine Tablet 10'S,Allergies,Â improve the appearance of fine lines
409,CETZY 10mg Tablet 10's,Allergies,relief from allergy
410,Cezin Tablet 10'S,Allergies,releief from all type of allergies
411,Cistin 5mg Tablet 10'SCistin 5mg Syrup 60ml,Allergies,relief from allergy
412,Cistin L 5mg Tablet 10'S,Allergies,treat Acne which often refer to as pimples or spots
413,Citicad 10mg Tablet 10'S,Allergies,Good for Allergic skin
414,CITRITO Tablet 10's,Allergies,Itching can be soothen
415,CITZEN 10mg Tablet 10's,Allergies,relief from itching
416,Ciz Mt Tablet 10's,Allergies,soothens allergies and good for all types of skin
417,Clamist Syrup 60mlClamist 1mg Tablet 10'S,Allergies,skin care for allergy
418,CNF Syrup 60mlCNF Tablet 10'S,Allergies,Â improve the appearance of fine lines
419,CNF+ Tablet 10's,Allergies,relief from allergy
420,Codylex Plus Tablet 10'S,Allergies,releief from all type of allergies
421,Coekastle Tablet 10'S,Allergies,relief from allergy
422,Coekastle Kid Tablet 10'S,Allergies,soothens allergies and good for all types of skin
423,Cofryl Syrup 60mlCofryl Syrup 150ml,Allergies,skin care for allergy
424,Cofryl OG Syrup 60mlCofryl OG Syrup 100ml,Allergies,Good for Allergic skin
425,Admenta 5mg Tablet 10'SAdmenta 10mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
426,Admenta MD 5mg Tablet 10'SAdmenta MD 10mg Tablet 10'S,Alzheimer,dementia reduction
427,Admenta XR 14mg Tablet 3'SAdmenta XR 7mg Tablet 3'S,Alzheimer,reliefs trauma and pain
428,Almantin Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
429,Almerzil 5mg Tablet 10'SAlmerzil 10mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
430,Alzidoc 5mg Tablet 10'SAlzidoc 10mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
431,Alzil 10mg Tablet 10'SAlzil 5mg Tablet 10'S,Alzheimer,dementia reduction
432,Alzil M 10mg Tablet 10'SAlzil M 5mg Tablet 10'S,Alzheimer,reliefs trauma and pain
433,Alzil SR 11.5mg Tablet 10'SAlzil SR 23mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
434,Amazil 5mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
435,Aricep SR 23mg Tablet 10'SAricep 10mg Tablet 10'SAricep 5mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
436,Aricep M Tablet 10'S,Alzheimer,dementia reduction
437,BENOVAT 45mg Tablet 10's,Alzheimer,reliefs trauma and pain
438,Bularid Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
439,Ceham Tablet 10'SCeham Syrup 60mlCeham P Tablet 10'SCeham Injection 4ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
440,Ceham M Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
441,CEREBRAIN 90mg Tablet 10's,Alzheimer,dementia reduction
442,Cereloid Tablet 10'S,Alzheimer,reliefs trauma and pain
443,Cerevate 90mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
444,Cholergol 30Mg Tablet 10's,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
445,Cholinecad Injection 2mlCholinecad 500mg Tablet 10'SCHOLINECAD 250mg Injection 2ml,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
446,Citelec 250mg Injection 2mlCitelec 1000mg Tablet 10'SCitelec 500mg Tablet 10'SCitelec 500mg Syrup 60ml,Alzheimer,dementia reduction
447,Citelec P 500/800mg Tablet 10'S,Alzheimer,reliefs trauma and pain
448,Citibral 250mg Injection 2ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
449,Citico 500mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
450,CITICON 500mg Tablet 10's,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
451,Citicon P 500/800mg Tablet 10'S,Alzheimer,dementia reduction
452,Citiflo 500mg Injection 2mlCitiflo 500mg Tablet 10'SCitiflo 500mg Injection 4ml,Alzheimer,reliefs trauma and pain
453,Citilin 500mg Tablet 10'SCitilin Injection 2ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
454,Citilin P Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
455,Citimac Injection 4mlCitimac 250mg Injection 2mlCitimac 500mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
456,Citimac P Tablet 10'S,Alzheimer,dementia reduction
457,Citimet 500mg Tablet 10'S,Alzheimer,reliefs trauma and pain
458,Citinerve 500mg Tablet 10'SCitinerve 1000mg Tablet 10'SCitinerve 250mg Injection 2ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
459,Citinerve P Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
460,Citinova 500mg Tablet 10'SCitinova 250mg Injection 2ml,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
461,Citistar 500mg Tablet 10'SCitistar 750mg Tablet 10'SCitistar PM Tablet 10'S,Alzheimer,dementia reduction
462,Citisure 500mg Tablet 10'SCitisure 250mg Injection 2ml,Alzheimer,reliefs trauma and pain
463,Citivas 500mg Injection 1'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
464,Citizac 500mg Tablet 10'SCitizac 1000mg Injection 4mlCitizac Injection 2ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
465,Citrok 250mg Injection 2mlCitrok 500mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
466,Clinaxon 500mg Tablet 10'SClinaxon Injection 2mlClinaxon 250mg Injection 4ml,Alzheimer,dementia reduction
467,Clinaxon OD Tablet 10'S,Alzheimer,reliefs trauma and pain
468,Clinaxon P Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
469,COGMENTIN 5mg Tablet 10's,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
470,Cognitam Plus Tablet 10'SCognitam Injection 15ml,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
471,Cognitrac 60mg Injection,Alzheimer,dementia reduction
472,Cognolin Tablet 10'S,Alzheimer,reliefs trauma and pain
473,Cognolin P Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
474,Cogpex Plus 500/800mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
475,Colihenz 500mg Tablet 10'SColihenz Injection 2mlColihenz P 800mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
476,Colihenz P 400mg Tablet 10'S,Alzheimer,dementia reduction
477,Criticoline Injection 2ml,Alzheimer,reliefs trauma and pain
